publish_time,song_time,artist,artist_id,music_name,music_id,album,pic_url,album_id,no,crawl_time,music_url,music_down_url,update_time
Unknown,4:03,邵帅,29392693,暖一杯茶,1371780785,暖一杯茶,http://p2.music.126.net/dAP3RXAs9dA73zNYz_3XSg==/109951164151547523.jpg,79791576,0,2024-11-20 10:51:55,https://music.163.com/song?id=1371780785,Unknown,2024-11-20
2016-07-11,3:20,余佳运,1079074,和你,420401511,幸福三部曲,http://p2.music.126.net/O6d7GYY3gp2uy8zehvcOjQ==/17699938184267410.jpg,34812365,2,2024-11-20 10:51:55,https://music.163.com/song?id=420401511,Unknown,2024-11-20
2018-08-15,3:49,G.E.M.邓紫棋,7763,倒数,1299550532,另一个童话,http://p2.music.126.net/tXCIFsVDK6IKcQ9YWxwOEg==/109951163523944497.jpg,72709830,1,2024-11-20 10:51:55,https://music.163.com/song?id=1299550532,Unknown,2024-11-20
2009-05-07,4:23,郭采洁,7762,你在 不在,233921,爱异想,http://p2.music.126.net/BOJFccTyXkUrcRSeCGoBgg==/109951164081870241.jpg,23495,4,2024-11-20 10:51:55,https://music.163.com/song?id=233921,Unknown,2024-11-20
2019-02-10,3:45,沈以诚,12002248,形容,1336856864,初遇,http://p2.music.126.net/1iLwRvMtUMYLZUNR-HQW7Q==/109951163957708692.jpg,78232124,1,2024-11-20 10:51:55,https://music.163.com/song?id=1336856864,Unknown,2024-11-20
2023-07-24,3:27,"卢卢快闭嘴, 刘思达LOFTHESTAR","35136304, 12030367",猜不透（说唱版）,2066713227,猜不透（说唱版）,http://p2.music.126.net/kxdJ8uEcA3adr7yOyzr-wQ==/109951168761319599.jpg,170270173,1,2024-11-20 10:51:55,https://music.163.com/song?id=2066713227,Unknown,2024-11-20
2018-01-25,4:59,胡彦斌,3066,你要的全拿走,529668356,覅忒好,http://p2.music.126.net/um599QnnJiNQhZgWLtgmXw==/109951168111322942.jpg,37391092,3,2024-11-20 10:51:55,https://music.163.com/song?id=529668356,Unknown,2024-11-20
Unknown,5:07,邵帅,29392693,南风北巷,1471039968,南风北巷,http://p2.music.126.net/6Ez2NY5k1TMZ1SZsGfjMFQ==/109951165241101022.jpg,93957969,0,2024-11-20 10:51:55,https://music.163.com/song?id=1471039968,Unknown,2024-11-20
Unknown,4:44,颜人中,31376161,嗜好,1391891631,嗜好,http://p2.music.126.net/J6HaJjtgv-yVVjyUm-h-AA==/109951164373633387.jpg,81762080,1,2024-11-20 10:51:55,https://music.163.com/song?id=1391891631,Unknown,2024-11-20
2006-12-31,4:19,陈奕迅,2116,爱情转移,65536,认了吧,http://p1.music.126.net/o_OjL_NZNoeog9fIjBXAyw==/18782957139233959.jpg,6434,6,2024-11-20 10:51:55,https://music.163.com/song?id=65536,Unknown,2024-11-20
2005-01-04,4:18,蔡健雅,7214,下一次爱情来的时候,209046,双栖动物,http://p2.music.126.net/XimQqI8ilRweP5yd8pQVSQ==/109951168637068609.jpg,21271,5,2024-11-20 10:51:55,https://music.163.com/song?id=209046,Unknown,2024-11-20
2005-01-20,4:52,陶喆,5196,爱我还是他,150432,太平盛世,http://p2.music.126.net/ZR6QuByWgej9-aRhZjLqHw==/109951163803188844.jpg,15185,6,2024-11-20 10:51:55,https://music.163.com/song?id=150432,Unknown,2024-11-20
2018-06-13,4:14,廖俊涛,13022016,谁 (Live版),566436427,这个人创作LIVE现场辑,http://p2.music.126.net/7HzttIveECGYRhAjKCCdfg==/109951163315608239.jpg,39263103,4,2024-11-20 10:51:55,https://music.163.com/song?id=566436427,Unknown,2024-11-20
2013-11-12,4:52,时光胶囊,855599,青丝,30500857,记忆给他的礼物,http://p2.music.126.net/szRyfZ3Dgq6OTe-b4VYtyg==/7775746231888644.jpg,3100556,1,2024-11-20 10:51:55,https://music.163.com/song?id=30500857,Unknown,2024-11-20
1999-11-30,4:15,陶喆,5196,天天,150633,I'm OK,http://p2.music.126.net/tMQXBMTy8pGjGggX1j0YNQ==/109951169389595068.jpg,15196,11,2024-11-20 10:51:55,https://music.163.com/song?id=150633,Unknown,2024-11-20
2024-01-04,6:18,"Max Oazo, Moonessa","13159084, 29834706",Once Upon A Time (House Mix),2114626833,Once Upon A Time (Melodic House & Techno),http://p2.music.126.net/tyMdxKFIdPdc59zPGTuXuA==/109951169237097692.jpg,182541896,4,2024-11-20 10:51:55,https://music.163.com/song?id=2114626833,Unknown,2024-11-20
2021-12-31,3:54,"队长, 黄礼格","1143033, 1019154",11,1907766514,11,http://p2.music.126.net/DMJkxcW5QbeWg_DZMASfSw==/109951169494228942.jpg,138162415,1,2024-11-20 10:51:55,https://music.163.com/song?id=1907766514,Unknown,2024-11-20
2024-10-03,3:42,Coldplay,89365,ALL MY LOVE,2632530288,Moon Music,http://p2.music.126.net/3od04f4i4-zbLWi8feGTCA==/109951170005846444.jpg,249457299,9,2024-11-20 10:51:55,https://music.163.com/song?id=2632530288,Unknown,2024-11-20
2016-07-19,4:53,AGA,768208,孤雏,421486605,孤雏,http://p2.music.126.net/1plA3qURt0VPElgnaTRg2w==/18302470556355853.jpg,34732928,1,2024-11-20 10:51:55,https://music.163.com/song?id=421486605,Unknown,2024-11-20
2024-05-30,3:21,"陈楚生, 王赫野","2124, 47091532",不如回家喝自来水 (Live版),2161527760,天赐的声音第五季 第6期,http://p2.music.126.net/NCsnuLNwwh8u2GuiFOLsDg==/109951169638223106.jpg,197888525,1,2024-11-20 10:51:55,https://music.163.com/song?id=2161527760,Unknown,2024-11-20
Unknown,4:27,"张信哲, 江皓南","6454, 12471927",褪黑素 (Live版),2644174830,有歌2024 第5期,http://p2.music.126.net/9nIJCrQiqS68xwp1ehipOw==/109951170127092947.jpg,253091355,5,2024-11-20 10:51:55,https://music.163.com/song?id=2644174830,Unknown,2024-11-20
2024-10-15,2:24,伍六七,37005591,不懂她,2636746926,不懂她,http://p2.music.126.net/JkVODj-a9tBs7ZBgiX0E6A==/109951170046955258.jpg,250775094,1,2024-11-20 10:51:55,https://music.163.com/song?id=2636746926,Unknown,2024-11-20
2024-07-30,2:12,"DLSS, Xun Jia","33574298, 60977066",Moonlit Dream,2613048732,Moonlit Dream,http://p2.music.126.net/cXuoNwFzgFoQF7bGvC2mIQ==/109951169832660411.jpg,243588791,1,2024-11-20 10:51:55,https://music.163.com/song?id=2613048732,Unknown,2024-11-20
2018-07-11,3:09,Kirsty刘瑾睿,12499721,若把你,865632948,若把你,http://p2.music.126.net/M877M2-VhWZiLPVFORf9iQ==/109951163401482434.jpg,71783637,1,2024-11-20 10:51:55,https://music.163.com/song?id=865632948,Unknown,2024-11-20
2007-12-31,4:45,陈奕迅,2116,不要说话,25906124,不想放手,http://p2.music.126.net/96L4ojVi9N3tdHk3r3GXjQ==/109951163066640079.jpg,2339617,7,2024-11-20 10:51:55,https://music.163.com/song?id=25906124,Unknown,2024-11-20
2023-03-06,3:08,刘大拿,29588305,我们的歌,2025533834,我们的歌,http://p2.music.126.net/Gm2v1KrDe2TwplzxcmTxYg==/109951168428025131.jpg,160760191,1,2024-11-20 10:51:55,https://music.163.com/song?id=2025533834,Unknown,2024-11-20
2015-03-11,4:39,阿肆,7122,直到你降临,1459261754,直到你降临,http://p2.music.126.net/2B_3fKAz01SICX6YSitO_Q==/109951166200335910.jpg,91757316,1,2024-11-20 10:51:55,https://music.163.com/song?id=1459261754,Unknown,2024-11-20
2021-05-06,4:45,莫文蔚,8926,这世界那么多人,1842025914,这世界那么多人,http://p2.music.126.net/LOTxqRjFm03VJEOHJbUqMw==/109951165944804127.jpg,126837556,1,2024-11-20 10:51:55,https://music.163.com/song?id=1842025914,Unknown,2024-11-20
2017-08-26,4:29,买辣椒也用券,12085562,第三人称,502043537,第三人称,http://p2.music.126.net/nOVxBaX0IG1PsV4WfSoodA==/109951164379891919.jpg,36067044,1,2024-11-20 10:51:55,https://music.163.com/song?id=502043537,Unknown,2024-11-20
2009-07-16,3:46,林依晨,8335,恶作剧,255574,幸福遇见,http://p2.music.126.net/DBxURY3cIspQqY0Jl91MQg==/109951165625481274.jpg,25525,7,2024-11-20 10:51:55,https://music.163.com/song?id=255574,Unknown,2024-11-20
Unknown,2:30,"IRXD7, BROWN RECORD","51959578, 52509843",Hate Me,2625288251,Hate Me,http://p2.music.126.net/t0972GB_vzSiHM4BqRGUdg==/109951169931370113.jpg,247314405,1,2024-11-20 10:51:55,https://music.163.com/song?id=2625288251,Unknown,2024-11-20
Unknown,3:36,en,32220939,匿名的好友,2638621689,匿名的好友,http://p2.music.126.net/UiXCbh42gRUxRyZL_hllKQ==/109951170062464612.jpg,251400938,1,2024-11-20 10:51:55,https://music.163.com/song?id=2638621689,Unknown,2024-11-20
2018-04-07,3:28,很美味,12358435,April Encounter,551400874,四月邂逅,http://p2.music.126.net/dHea1IM0_f0t23Woicehxw==/109951163243188849.jpg,38230553,1,2024-11-20 10:51:55,https://music.163.com/song?id=551400874,Unknown,2024-11-20
2024-05-02,4:18,"汪苏泷, 张碧晨","5538, 1024308",命运 (Live版),2151849447,天赐的声音第五季 第2期,http://p2.music.126.net/6YvvqrDQ8OuTn7jwWJ0F2w==/109951169553177208.jpg,194379564,5,2024-11-20 10:51:55,https://music.163.com/song?id=2151849447,Unknown,2024-11-20
2016-06-22,4:39,薛之谦,5781,我好像在哪见过你,417859631,初学者,http://p2.music.126.net/hti_a0LADoFMBHvOBwAtRA==/1369991500930171.jpg,34780271,3,2024-11-20 10:51:55,https://music.163.com/song?id=417859631,Unknown,2024-11-20
2024-02-07,2:41,刀酱,56895942,5:20AM,2124731026,5:20AM,http://p2.music.126.net/RjiI9yP2Fnxx5cxiTVCIrQ==/109951169318905148.jpg,185346246,1,2024-11-20 10:51:55,https://music.163.com/song?id=2124731026,Unknown,2024-11-20
2023-03-29,3:37,step.jad依加,12275767,迷宫,2033897126,迷宫,http://p2.music.126.net/KA4OfYKYT1b_3W94CIrwDg==/109951168500881027.jpg,162552648,1,2024-11-20 10:51:55,https://music.163.com/song?id=2033897126,Unknown,2024-11-20
2023-09-24,4:06,邓垚,56393302,诀别书,2038191895,诀别书,http://p2.music.126.net/wztA5smxFjIfv98u7-IrQQ==/109951168933355255.jpg,163442170,1,2024-11-20 10:51:55,https://music.163.com/song?id=2038191895,Unknown,2024-11-20
2017-05-07,3:15,JORDANN,338718,Dehors,1815725297,Dehors,http://p2.music.126.net/7IM_iRaCe2Pe9TU7PMTdqQ==/109951169635570073.jpg,122257911,1,2024-11-20 10:51:55,https://music.163.com/song?id=1815725297,Unknown,2024-11-20
2024-07-19,3:39,苏星婕,46966451,小孩,2609560494,小孩,http://p2.music.126.net/QaxduhVE1x8vSb6UuYI-eQ==/109951169797775608.jpg,242638951,1,2024-11-20 10:51:55,https://music.163.com/song?id=2609560494,Unknown,2024-11-20
2023-10-30,2:37,江楠江楠_,55066357,不属于地球上的,2095242387,不属于地球上的,http://p2.music.126.net/VP0D1c8UACrLoD_j0AdnxQ==/109951169020013987.jpg,177972341,1,2024-11-20 10:51:55,https://music.163.com/song?id=2095242387,Unknown,2024-11-20
2010-08-17,3:58,"许嵩, 何曼婷","5771, 8022",素颜,167827,素颜,http://p2.music.126.net/t3ogpTd1bIJpwokhkpBtwQ==/109951169829246225.jpg,16949,1,2024-11-20 10:51:55,https://music.163.com/song?id=167827,Unknown,2024-11-20
2017-04-04,4:07,J. Sheon,187010,别问很可怕,469998923,You'll Never Know / 别问很可怕,http://p2.music.126.net/p32Vxm4KZyPhjfrH1mL_hQ==/109951165958858268.jpg,35328336,2,2024-11-20 10:51:55,https://music.163.com/song?id=469998923,Unknown,2024-11-20
2024-07-18,2:40,罗森涛,48082785,爱慢慢慢慢来,2609291566,为何离开,http://p2.music.126.net/5zAv9nKlwj80OearK5Vrjw==/109951169686963932.jpg,199391684,6,2024-11-20 10:51:55,https://music.163.com/song?id=2609291566,Unknown,2024-11-20
2014-11-25,4:34,孙盛希,954154,少一点天分,543798652,|希。O2 | 初雪限定,http://p2.music.126.net/1QT6pMrufe1LjwVOgDJ81w==/109951163176818589.jpg,37873196,1,2024-11-20 10:51:55,https://music.163.com/song?id=543798652,Unknown,2024-11-20
2006-01-10,4:43,金海心,8151,阳光下的星星,247821,独立日,http://p2.music.126.net/qx1f3oMS-vPSrfdvYZMl8A==/109951167193041941.jpg,24826,1,2024-11-20 10:51:55,https://music.163.com/song?id=247821,Unknown,2024-11-20
1999-11-30,4:15,陶喆,5196,普通朋友,150623,I'm OK,http://p2.music.126.net/tMQXBMTy8pGjGggX1j0YNQ==/109951169389595068.jpg,15196,5,2024-11-20 10:51:55,https://music.163.com/song?id=150623,Unknown,2024-11-20
2024-08-19,2:53,揽佬SKAI ISYOURGOD,31055231,八方来财,2618710186,八方来财,http://p2.music.126.net/58N079jvKRzZtQDCzAkKxg==/109951169885496931.jpg,245434399,1,2024-11-20 10:51:55,https://music.163.com/song?id=2618710186,Unknown,2024-11-20
2023-02-03,4:06,林俊杰,3684,达尔文,2019573476,"JJ的咖啡调调, Vol. 2",http://p2.music.126.net/ssPAqFStzmN4KKsHQGrfbg==/109951169493493172.jpg,159400773,6,2024-11-20 10:51:55,https://music.163.com/song?id=2019573476,Unknown,2024-11-20
Unknown,2:34,"伍六七, 6SP","37005591, 34825469",恋痛,2643121166,恋痛,http://p2.music.126.net/mOS4AY8Z0L9dnbZiq8AmKQ==/109951170117745247.jpg,252764486,1,2024-11-20 10:51:55,https://music.163.com/song?id=2643121166,Unknown,2024-11-20
2018-03-30,3:53,印子月,1026105,落空,548885986,印子月歌曲集,http://p2.music.126.net/k0DBVCvajyEDY9cDAn0C-g==/109951167898411727.jpg,38076232,5,2024-11-20 10:51:55,https://music.163.com/song?id=548885986,Unknown,2024-11-20
Unknown,3:21,四熹丸子,30784970,秋风 (粤语版),2642284128,秋风 (粤语版),http://p2.music.126.net/D9ZZiHZJ2C77YTb1Keb5Hg==/109951170104843417.jpg,252578363,1,2024-11-20 10:51:55,https://music.163.com/song?id=2642284128,Unknown,2024-11-20
2019-05-02,4:31,毛不易,12138269,呓语,1417862046,小王,http://p2.music.126.net/XPPeIZu7wgcGXZ0666mfFg==/109951164640697307.jpg,83823905,9,2024-11-20 10:51:55,https://music.163.com/song?id=1417862046,Unknown,2024-11-20
2004-06-03,4:27,林俊杰,3684,江南,108914,第二天堂,http://p2.music.126.net/_0OAhWhIbg-nOP-6e4o-SA==/109951168111265583.jpg,10804,6,2024-11-20 10:51:55,https://music.163.com/song?id=108914,Unknown,2024-11-20
2013-06-02,3:55,EXO,759509,"Baby, Don't Cry (人鱼的眼泪)",26428032,The 1st Album XOXO (KISS&HUG),http://p2.music.126.net/jE-pJWN1TFqkEqJT6RShWw==/2289183209092034.jpg,2495077,2,2024-11-20 10:51:55,https://music.163.com/song?id=26428032,Unknown,2024-11-20
Unknown,4:25,"与少年他, 芝麻Mochi","35037364, 12195788",下雨天,1426112587,下雨天,http://p2.music.126.net/qRfggLX2Va3Wslqjr7FxSg==/109951164742550320.jpg,85998494,0,2024-11-20 10:51:55,https://music.163.com/song?id=1426112587,Unknown,2024-11-20
2020-08-05,4:25,林俊杰,3684,不为谁而作的歌,1468115100,上一首情歌 (国语精选),http://p2.music.126.net/vJ9vS_2uPOxyzRjR1y_ADg==/109951165199555863.jpg,93427116,30,2024-11-20 10:51:55,https://music.163.com/song?id=1468115100,Unknown,2024-11-20
2018-07-18,4:39,李荣浩,4292,年少有为,1293886117,耳朵,http://p2.music.126.net/tt8xwK-ASC2iqXNUXYKoDQ==/109951163606377163.jpg,73914415,7,2024-11-20 10:51:55,https://music.163.com/song?id=1293886117,Unknown,2024-11-20
Unknown,5:41,回春丹,27730224,鲜花,2086327879,鲜花,http://p2.music.126.net/fKJMTONzRMaeVthOmEvd9A==/109951168948248373.jpg,175805808,1,2024-11-20 10:51:55,https://music.163.com/song?id=2086327879,Unknown,2024-11-20
2024-08-22,3:44,方大同,2738,才二十三,2619125556,梦想家 The Dreamer,http://p2.music.126.net/dlsDdLopwJrE8JlWgWbaOA==/109951170031584299.jpg,250300440,5,2024-11-20 10:51:55,https://music.163.com/song?id=2619125556,Unknown,2024-11-20
2022-04-06,3:33,金润吉,905426,再次爱上你,1936095074,再次爱上你,http://p1.music.126.net/CpFGqvJQILqbN44t6cfF3g==/109951167287280308.jpg,143156950,0,2024-11-20 10:51:55,https://music.163.com/song?id=1936095074,Unknown,2024-11-20
2009-03-26,4:24,蔡依林,7219,妥协,209586,花蝴蝶,http://p2.music.126.net/hxCXuec8rnU8QKqKHPiJ5g==/109951168195228279.jpg,21322,4,2024-11-20 10:51:55,https://music.163.com/song?id=209586,Unknown,2024-11-20
2024-09-06,3:40,"Wiz_H张子豪, 梨冻紧","13112601, 33259235",罗生门2024,2624625493,罗生门2024,http://p2.music.126.net/V5cpYcAxUAVEcSZgSfwFaw==/109951169939876838.jpg,247154488,1,2024-11-20 10:51:55,https://music.163.com/song?id=2624625493,Unknown,2024-11-20
Unknown,3:41,鞠婧祎,1032298,壁上观,2638631898,壁上观,http://p2.music.126.net/_XBgmnrIqqCea_XWWvbiVw==/109951170062515928.jpg,251403463,1,2024-11-20 10:51:55,https://music.163.com/song?id=2638631898,Unknown,2024-11-20
2021-04-28,2:48,sunkis 宋秉勤,33797031,trust me,1838763739,trust me,http://p2.music.126.net/LUSLfL0jlYMAjVPE1oPv1g==/109951165907388481.jpg,126244816,1,2024-11-20 10:51:55,https://music.163.com/song?id=1838763739,Unknown,2024-11-20
2024-02-23,3:00,"Max李玄, 邹沛沛","57539469, 48345452",底牌,2120125578,底牌,http://p2.music.126.net/tkCa4swrYh3YJuunv_cHBQ==/109951169361114051.jpg,183958131,1,2024-11-20 10:51:55,https://music.163.com/song?id=2120125578,Unknown,2024-11-20
Unknown,3:41,"刘大拿, 褚晨茜","29588305, 12286056",想你,2642267710,想你,http://p2.music.126.net/9Mqh7h8xouZ_IGBonYe6qQ==/109951170105322171.jpg,252574279,1,2024-11-20 10:51:55,https://music.163.com/song?id=2642267710,Unknown,2024-11-20
2022-07-09,3:26,"马思唯, JZlee","1132392, 1098154",Coco Elva Tia,1960619633,Humble Swag GT Mixtape,http://p2.music.126.net/Z2qKcAdS0eAYrJuJMwa3VA==/109951167611690026.jpg,147487646,5,2024-11-20 10:51:55,https://music.163.com/song?id=1960619633,Unknown,2024-11-20
2008-09-29,4:13,痛仰乐队,12971,为你唱首歌,381858,不要停止我的音乐,http://p2.music.126.net/la_yQfJiPmrDvVlaXbdhLA==/109951169200439396.jpg,37797,9,2024-11-20 10:51:55,https://music.163.com/song?id=381858,Unknown,2024-11-20
2018-07-04,2:51,"音阙诗听, 王梓钰","12174521, 12048239",红昭愿 (高音质版),864648569,红昭愿（高音质版）,http://p2.music.126.net/6-eQfchy1247UdTzGz3b_A==/109951163398361197.jpg,71720537,1,2024-11-20 10:51:55,https://music.163.com/song?id=864648569,Unknown,2024-11-20
2012-07-26,4:19,"陈冠希, MC仁, 厨房仔, 应采儿","2122, 4489, 1149014, 203554",Everywhere We Go,65739,三角度,http://p2.music.126.net/hDa6w1Bw7LfUPw2VSa0HAw==/18564154325374364.jpg,6447,13,2024-11-20 10:51:55,https://music.163.com/song?id=65739,Unknown,2024-11-20
2023-05-22,2:54,"Tiko, 缪礼丞, 粉太狼","52637913, 32870452, 35309151",时空观影券,2049529248,时空观影券,http://p2.music.126.net/8ad0ywcK7Ti_2_Q3Xrehmg==/109951168631980291.jpg,166151164,1,2024-11-20 10:51:55,https://music.163.com/song?id=2049529248,Unknown,2024-11-20
Unknown,3:07,刘大拿,29588305,青花,2617423373,青花,http://p2.music.126.net/ZkIjQOw02gwdnRTBjLRqWg==/109951169872839544.jpg,245069780,1,2024-11-20 10:51:55,https://music.163.com/song?id=2617423373,Unknown,2024-11-20
2009-05-28,4:00,徐佳莹,9940,一样的月光,306665,LaLa首张创作专辑,http://p2.music.126.net/b1hZLgWA9ihXkivZeqo81g==/109951168296446353.jpg,30452,7,2024-11-20 10:51:55,https://music.163.com/song?id=306665,Unknown,2024-11-20
2010-01-03,4:22,杨丞琳,10199,匿名的好友,316108,Rainie & Love....? 雨爱,http://p2.music.126.net/M89REFvvLzYoWGaY49E09g==/109951167282433938.jpg,31321,6,2024-11-20 10:51:55,https://music.163.com/song?id=316108,Unknown,2024-11-20
2024-04-09,3:56,杜宣达,12060040,如果可以,2144209098,如果可以,http://p2.music.126.net/y1h40wgnEzAJKGN0IksUsg==/109951169484028770.jpg,191746676,1,2024-11-20 10:51:55,https://music.163.com/song?id=2144209098,Unknown,2024-11-20
Unknown,3:55,安溥 anpu,12170037,最好的时光,1989506149,9522,http://p2.music.126.net/FATA8q3P9PfO5wDoWjTHUg==/109951167966156160.jpg,153227407,6,2024-11-20 10:51:55,https://music.163.com/song?id=1989506149,Unknown,2024-11-20
2023-04-26,2:27,"海洋Bo, 费米Frieme, Zy","36985903, 12178015, 37123911",风驶过的声音是,2041974276,风驶过的声音是（说唱版）,http://p2.music.126.net/gfLR-3TEncp1cOog8oUaFA==/109951168567036973.jpg,164305610,1,2024-11-20 10:51:55,https://music.163.com/song?id=2041974276,Unknown,2024-11-20
2017-12-14,4:19,周兴哲,980025,永不失联的爱,523250334,如果雨之后,http://p2.music.126.net/9ZUyP_1bSEtmWRYfijoJmA==/109951167105501079.jpg,36948120,6,2024-11-20 10:51:55,https://music.163.com/song?id=523250334,Unknown,2024-11-20
2015-04-27,5:12,李荣浩,4292,不将就,31654343,有理想,http://p2.music.126.net/e-Uc6W3Kug-HFHJ5nvCUPg==/109951166562828988.jpg,34567265,7,2024-11-20 10:51:55,https://music.163.com/song?id=31654343,Unknown,2024-11-20
2023-12-22,2:58,"WiFi歪歪, Mikey-18","32571955, 48577041",慢冷,2110966810,慢冷,http://p2.music.126.net/wh3Qy8jeHRjBIVD839NeAw==/109951169201962809.jpg,181693680,1,2024-11-20 10:51:55,https://music.163.com/song?id=2110966810,Unknown,2024-11-20
2023-01-18,4:27,TINY7,33204812,浆果,2015896805,浆果,http://p2.music.126.net/BQAY8w9XzOj_j1wZgIsczQ==/109951168247366566.jpg,158547170,1,2024-11-20 10:51:55,https://music.163.com/song?id=2015896805,Unknown,2024-11-20
2011-01-31,4:23,梁静茹,8325,情歌,254059,现在开始我爱你,http://p2.music.126.net/QKCkMMW_fPDcczRNb0qZyg==/109951168163257789.jpg,25381,2,2024-11-20 10:51:55,https://music.163.com/song?id=254059,Unknown,2024-11-20
2004-12-30,3:58,王力宏,5346,爱错,25641873,心中的日月,http://p2.music.126.net/68gTdMvsaXBGEwj78j7HPg==/109951169217435459.jpg,2263067,10,2024-11-20 10:51:55,https://music.163.com/song?id=25641873,Unknown,2024-11-20
2024-04-27,4:31,"王OK, 洪佩瑜","27871957, 8089",这条小鱼在乎,2149792787,不完全自救手册,http://p2.music.126.net/hxgaqqn68ZSYZXpch_1aOA==/109951169613965412.jpg,194013338,10,2024-11-20 10:51:55,https://music.163.com/song?id=2149792787,Unknown,2024-11-20
2015-01-26,3:59,"银临, Aki阿杰","188565, 188558",牵丝戏,30352891,牵丝戏,http://p2.music.126.net/Nd86SOcyCxU5Qu7jdZn_MQ==/7725168696876736.jpg,3098268,1,2024-11-20 10:51:55,https://music.163.com/song?id=30352891,Unknown,2024-11-20
2023-05-11,4:52,"张碧晨, 王赫野","1024308, 47091532",字字句句 (Live版),2046990697,天赐的声音第四季 第3期,http://p2.music.126.net/aYlvK62cltFabwV4Cf-9pg==/109951168608653311.jpg,165533216,5,2024-11-20 10:51:55,https://music.163.com/song?id=2046990697,Unknown,2024-11-20
